nconobc :
   8
Array: freqnames
  Q1   O1   P1   K1   N2   M2   S2   K2
Array: zetobu_amp
  2.7666000E+02  3.3511200E+02  1.0097200E+02  1.0979800E+02  9.6299004E+01  1.1629700E+02  1.5029900E+02  1.4827699E+02
  2.7797800E+02  3.3533401E+02  1.0091700E+02  1.0939700E+02  9.6897003E+01  1.1689200E+02  1.5089700E+02  1.4883200E+02
  2.7918500E+02  3.3553799E+02  1.0087000E+02  1.0903100E+02  9.7449997E+01  1.1744200E+02  1.5145000E+02  1.4934399E+02
  2.8025900E+02  3.3571701E+02  1.0083200E+02  1.0870700E+02  9.7947998E+01  1.1793900E+02  1.5194800E+02  1.4980600E+02
  2.8120700E+02  3.3587399E+02  1.0080300E+02  1.0842500E+02  9.8394997E+01  1.1838700E+02  1.5239500E+02  1.5022200E+02
  2.8203500E+02  3.3601001E+02  1.0078500E+02  1.0818100E+02  9.8794998E+01  1.1879000E+02  1.5279500E+02  1.5059399E+02
  2.8274600E+02  3.3612399E+02  1.0077700E+02  1.0797700E+02  9.9151001E+01  1.1915200E+02  1.5315100E+02  1.5092599E+02
  2.8334299E+02  3.3621600E+02  1.0078200E+02  1.0781200E+02  9.9467003E+01  1.1947600E+02  1.5346700E+02  1.5122099E+02
  2.8423199E+02  3.3637000E+02  1.0073400E+02  1.0753500E+02  9.9853996E+01  1.1985700E+02  1.5385400E+02  1.5158000E+02
  2.8463000E+02  3.3642499E+02  1.0076000E+02  1.0743800E+02  1.0009900E+02  1.2011500E+02  1.5409900E+02  1.5181100E+02
  2.8490201E+02  3.3645499E+02  1.0080400E+02  1.0738700E+02  1.0030600E+02  1.2034000E+02  1.5430600E+02  1.5200800E+02
  2.8504001E+02  3.3645901E+02  1.0086900E+02  1.0738600E+02  1.0047500E+02  1.2053300E+02  1.5447501E+02  1.5217200E+02
  2.8503400E+02  3.3643301E+02  1.0095900E+02  1.0743900E+02  1.0060700E+02  1.2069500E+02  1.5460699E+02  1.5230299E+02
  2.8487500E+02  3.3637500E+02  1.0107600E+02  1.0755100E+02  1.0070200E+02  1.2082800E+02  1.5470200E+02  1.5240199E+02
  2.8455200E+02  3.3628201E+02  1.0122600E+02  1.0772700E+02  1.0076000E+02  1.2093300E+02  1.5475999E+02  1.5246899E+02
  2.8405399E+02  3.3615100E+02  1.0141100E+02  1.0797300E+02  1.0078200E+02  1.2101100E+02  1.5478200E+02  1.5250600E+02
  2.8284000E+02  3.3586600E+02  1.0174600E+02  1.0850600E+02  1.0065900E+02  1.2098700E+02  1.5465900E+02  1.5242000E+02
  2.8197601E+02  3.3565500E+02  1.0201600E+02  1.0890400E+02  1.0061900E+02  1.2102900E+02  1.5461900E+02  1.5240601E+02
  2.8090601E+02  3.3539700E+02  1.0233500E+02  1.0938700E+02  1.0054600E+02  1.2105100E+02  1.5454601E+02  1.5236501E+02
  2.7961099E+02  3.3508801E+02  1.0270900E+02  1.0996500E+02  1.0043900E+02  1.2105600E+02  1.5443900E+02  1.5229800E+02
  2.7832901E+02  3.3478799E+02  1.0306100E+02  1.1052700E+02  1.0030600E+02  1.2102700E+02  1.5430600E+02  1.5220399E+02
  2.7837601E+02  3.3480099E+02  1.0304100E+02  1.1050200E+02  1.0030100E+02  1.2101500E+02  1.5430099E+02  1.5219800E+02
  2.7561200E+02  3.3463800E+02  1.0455100E+02  1.1260600E+02  1.0129200E+02  1.2220900E+02  1.5531799E+02  1.5334399E+02
  2.7573300E+02  3.3476401E+02  1.0466000E+02  1.1272600E+02  1.0155000E+02  1.2245000E+02  1.5558099E+02  1.5361200E+02
  2.7593201E+02  3.3497101E+02  1.0483900E+02  1.1292300E+02  1.0197300E+02  1.2284500E+02  1.5601199E+02  1.5405200E+02
  2.7632401E+02  3.3538101E+02  1.0519300E+02  1.1331200E+02  1.0280100E+02  1.2362000E+02  1.5685800E+02  1.5491400E+02
  2.7654099E+02  3.3560699E+02  1.0538800E+02  1.1352600E+02  1.0326400E+02  1.2405200E+02  1.5732899E+02  1.5539400E+02
  2.7676901E+02  3.3584399E+02  1.0559200E+02  1.1375100E+02  1.0374900E+02  1.2450700E+02  1.5782401E+02  1.5589900E+02
  2.7700101E+02  3.3608499E+02  1.0579900E+02  1.1397900E+02  1.0424500E+02  1.2497000E+02  1.5833000E+02  1.5641499E+02
  2.7723300E+02  3.3632700E+02  1.0600700E+02  1.1420800E+02  1.0474300E+02  1.2543600E+02  1.5883800E+02  1.5693201E+02
  2.7746301E+02  3.3656699E+02  1.0621300E+02  1.1443500E+02  1.0523900E+02  1.2589800E+02  1.5934200E+02  1.5744701E+02
  2.7769000E+02  3.3680301E+02  1.0641500E+02  1.1465800E+02  1.0572800E+02  1.2635600E+02  1.5984200E+02  1.5795500E+02
  2.7798901E+02  3.3711600E+02  1.0668600E+02  1.1495500E+02  1.0636000E+02  1.2694700E+02  1.6048599E+02  1.5861301E+02
  2.7828500E+02  3.3742401E+02  1.0695300E+02  1.1524900E+02  1.0698200E+02  1.2752900E+02  1.6112100E+02  1.5925999E+02
  2.7848700E+02  3.3763501E+02  1.0713300E+02  1.1544800E+02  1.0742100E+02  1.2794000E+02  1.6156900E+02  1.5971600E+02
  2.7868600E+02  3.3784201E+02  1.0731000E+02  1.1564300E+02  1.0785500E+02  1.2834500E+02  1.6201100E+02  1.6016600E+02
  2.7888101E+02  3.3804501E+02  1.0748300E+02  1.1583400E+02  1.0828300E+02  1.2874500E+02  1.6244701E+02  1.6061000E+02
  2.7907300E+02  3.3824399E+02  1.0765200E+02  1.1602100E+02  1.0870400E+02  1.2913800E+02  1.6287601E+02  1.6104700E+02
  2.7925900E+02  3.3843900E+02  1.0781700E+02  1.1620300E+02  1.0911900E+02  1.2952499E+02  1.6329800E+02  1.6147701E+02
  2.7944199E+02  3.3862900E+02  1.0797800E+02  1.1638100E+02  1.0952600E+02  1.2990500E+02  1.6371201E+02  1.6189900E+02
  2.7962000E+02  3.3881400E+02  1.0813400E+02  1.1655500E+02  1.0992500E+02  1.3027901E+02  1.6411900E+02  1.6231300E+02
  2.7979401E+02  3.3899500E+02  1.0828600E+02  1.1672300E+02  1.1031800E+02  1.3064500E+02  1.6451801E+02  1.6271899E+02
  2.7996301E+02  3.3917001E+02  1.0843400E+02  1.1688700E+02  1.1070300E+02  1.3100400E+02  1.6491000E+02  1.6311800E+02
  2.8012701E+02  3.3934100E+02  1.0857700E+02  1.1704600E+02  1.1108000E+02  1.3135600E+02  1.6529401E+02  1.6350800E+02
  2.8028699E+02  3.3950699E+02  1.0871500E+02  1.1719900E+02  1.1145000E+02  1.3170200E+02  1.6567101E+02  1.6389101E+02
  2.8044199E+02  3.3966800E+02  1.0884800E+02  1.1734800E+02  1.1181300E+02  1.3203999E+02  1.6603999E+02  1.6426601E+02
  2.8059201E+02  3.3982401E+02  1.0897700E+02  1.1749200E+02  1.1217000E+02  1.3237300E+02  1.6640199E+02  1.6463400E+02
  2.8073801E+02  3.3997501E+02  1.0910100E+02  1.1763000E+02  1.1251900E+02  1.3269800E+02  1.6675700E+02  1.6499500E+02
  2.8087900E+02  3.4012201E+02  1.0922000E+02  1.1776400E+02  1.1286200E+02  1.3301700E+02  1.6710500E+02  1.6534801E+02
  2.8101501E+02  3.4026300E+02  1.0933400E+02  1.1789200E+02  1.1319800E+02  1.3333000E+02  1.6744600E+02  1.6569400E+02
  2.8120099E+02  3.4045700E+02  1.0950300E+02  1.1807700E+02  1.1359000E+02  1.3369800E+02  1.6784599E+02  1.6610300E+02
  2.8132800E+02  3.4058899E+02  1.0960700E+02  1.1819500E+02  1.1391100E+02  1.3399699E+02  1.6817200E+02  1.6643300E+02
  2.8145001E+02  3.4071500E+02  1.0970700E+02  1.1830800E+02  1.1422700E+02  1.3428999E+02  1.6849200E+02  1.6675700E+02
  2.8162601E+02  3.4089899E+02  1.0986700E+02  1.1848400E+02  1.1459400E+02  1.3463400E+02  1.6886700E+02  1.6713901E+02
  2.8173901E+02  3.4101599E+02  1.0995800E+02  1.1858700E+02  1.1489600E+02  1.3491400E+02  1.6917200E+02  1.6744901E+02
  2.8184698E+02  3.4112701E+02  1.1004300E+02  1.1868500E+02  1.1519200E+02  1.3519000E+02  1.6947200E+02  1.6775200E+02
  2.8201401E+02  3.4130200E+02  1.1019600E+02  1.1885200E+02  1.1553500E+02  1.3550999E+02  1.6982201E+02  1.6810899E+02
  2.8211301E+02  3.4140399E+02  1.1027200E+02  1.1893900E+02  1.1581900E+02  1.3577400E+02  1.7010899E+02  1.6839999E+02
  2.8227600E+02  3.4157401E+02  1.1042200E+02  1.1910400E+02  1.1614400E+02  1.3607899E+02  1.7044200E+02  1.6873900E+02
  2.8236600E+02  3.4166599E+02  1.1048900E+02  1.1918200E+02  1.1641600E+02  1.3633099E+02  1.7071600E+02  1.6901700E+02
  2.8252600E+02  3.4183301E+02  1.1063800E+02  1.1934400E+02  1.1672300E+02  1.3661900E+02  1.7103101E+02  1.6933800E+02
  2.8268701E+02  3.4200201E+02  1.1079100E+02  1.1951000E+02  1.1701900E+02  1.3689700E+02  1.7133400E+02  1.6964900E+02
  2.8276501E+02  3.4208200E+02  1.1084600E+02  1.1957500E+02  1.1727200E+02  1.3713100E+02  1.7158900E+02  1.6990601E+02
  2.8292499E+02  3.4225000E+02  1.1100200E+02  1.1974300E+02  1.1754800E+02  1.3739000E+02  1.7187199E+02  1.7019701E+02
  2.8299500E+02  3.4232101E+02  1.1104800E+02  1.1979900E+02  1.1778900E+02  1.3761400E+02  1.7211501E+02  1.7044099E+02
  2.8305899E+02  3.4238599E+02  1.1108700E+02  1.1984800E+02  1.1802700E+02  1.3783400E+02  1.7235400E+02  1.7068201E+02
  2.8311600E+02  3.4244501E+02  1.1112000E+02  1.1989000E+02  1.1826100E+02  1.3805000E+02  1.7259000E+02  1.7091800E+02
  2.8316800E+02  3.4249600E+02  1.1114500E+02  1.1992400E+02  1.1849300E+02  1.3826300E+02  1.7282100E+02  1.7114999E+02
  2.8321201E+02  3.4254001E+02  1.1116100E+02  1.1995000E+02  1.1872000E+02  1.3847200E+02  1.7304900E+02  1.7137700E+02
  2.8324899E+02  3.4257700E+02  1.1117000E+02  1.1996700E+02  1.1894500E+02  1.3867900E+02  1.7327299E+02  1.7160100E+02
  2.8327899E+02  3.4260599E+02  1.1116800E+02  1.1997400E+02  1.1916700E+02  1.3888200E+02  1.7349400E+02  1.7182100E+02
  2.8329999E+02  3.4262500E+02  1.1115800E+02  1.1997200E+02  1.1938600E+02  1.3908299E+02  1.7371201E+02  1.7203700E+02
  2.8331299E+02  3.4263599E+02  1.1113700E+02  1.1996000E+02  1.1960300E+02  1.3928000E+02  1.7392599E+02  1.7224899E+02
  2.8331699E+02  3.4263800E+02  1.1110500E+02  1.1993600E+02  1.1981700E+02  1.3947501E+02  1.7413699E+02  1.7245700E+02
  2.8331201E+02  3.4262900E+02  1.1106100E+02  1.1990000E+02  1.2002900E+02  1.3966701E+02  1.7434599E+02  1.7266200E+02
  2.8329700E+02  3.4260999E+02  1.1100600E+02  1.1985300E+02  1.2023900E+02  1.3985699E+02  1.7455099E+02  1.7286400E+02
  2.8327200E+02  3.4257999E+02  1.1093800E+02  1.1979300E+02  1.2044700E+02  1.4004401E+02  1.7475400E+02  1.7306200E+02
  2.8323700E+02  3.4253900E+02  1.1085800E+02  1.1972000E+02  1.2065200E+02  1.4022900E+02  1.7495399E+02  1.7325600E+02
  2.8319101E+02  3.4248700E+02  1.1076500E+02  1.1963400E+02  1.2085500E+02  1.4041100E+02  1.7514999E+02  1.7344600E+02
  2.8294299E+02  3.4221600E+02  1.1039900E+02  1.1927800E+02  1.2114800E+02  1.4066400E+02  1.7542101E+02  1.7369501E+02
  2.8286499E+02  3.4212900E+02  1.1026300E+02  1.1914900E+02  1.2136000E+02  1.4085201E+02  1.7562500E+02  1.7388901E+02
  2.8277701E+02  3.4203201E+02  1.1011600E+02  1.1900900E+02  1.2156900E+02  1.4103700E+02  1.7582401E+02  1.7407899E+02
  2.8268100E+02  3.4192599E+02  1.0995900E+02  1.1885900E+02  1.2177300E+02  1.4121700E+02  1.7601801E+02  1.7426199E+02
  2.8234201E+02  3.4155600E+02  1.0946500E+02  1.1837700E+02  1.2213800E+02  1.4152901E+02  1.7635201E+02  1.7456599E+02
  2.8198001E+02  3.4116199E+02  1.0893700E+02  1.1786000E+02  1.2254000E+02  1.4187500E+02  1.7672099E+02  1.7490300E+02
  2.8183600E+02  3.4100400E+02  1.0871500E+02  1.1764600E+02  1.2276500E+02  1.4207100E+02  1.7693300E+02  1.7510100E+02
  2.8142999E+02  3.4056100E+02  1.0812000E+02  1.1706500E+02  1.2322600E+02  1.4246700E+02  1.7735699E+02  1.7548801E+02
  2.8100101E+02  3.4009299E+02  1.0748900E+02  1.1644900E+02  1.2373300E+02  1.4290500E+02  1.7782600E+02  1.7591800E+02
  2.8055301E+02  3.3960400E+02  1.0682500E+02  1.1580200E+02  1.2428600E+02  1.4338200E+02  1.7833701E+02  1.7638901E+02
  2.8015601E+02  3.3917099E+02  1.0623300E+02  1.1522700E+02  1.2479500E+02  1.4382201E+02  1.7880901E+02  1.7682401E+02
  2.8111301E+02  3.3979001E+02  1.0612700E+02  1.1468200E+02  1.2567000E+02  1.4482800E+02  1.7976401E+02  1.7782800E+02
  2.8196899E+02  3.4039600E+02  1.0622500E+02  1.1443700E+02  1.2618500E+02  1.4546400E+02  1.8035201E+02  1.7846400E+02
  2.8274200E+02  3.4094400E+02  1.0631400E+02  1.1421500E+02  1.2665100E+02  1.4603999E+02  1.8088300E+02  1.7903999E+02
  2.8367700E+02  3.4160501E+02  1.0642100E+02  1.1394800E+02  1.2721400E+02  1.4673500E+02  1.8152499E+02  1.7973500E+02
  2.8435400E+02  3.4208499E+02  1.0649800E+02  1.1375400E+02  1.2762200E+02  1.4723900E+02  1.8199001E+02  1.8023900E+02
  2.8501099E+02  3.4254999E+02  1.0657400E+02  1.1356600E+02  1.2801801E+02  1.4772800E+02  1.8244099E+02  1.8072800E+02
  2.8564401E+02  3.4299899E+02  1.0664600E+02  1.1338500E+02  1.2839900E+02  1.4819901E+02  1.8287601E+02  1.8119901E+02
  2.8625299E+02  3.4342999E+02  1.0671500E+02  1.1321100E+02  1.2876500E+02  1.4865100E+02  1.8329300E+02  1.8165100E+02
  2.8698300E+02  3.4394299E+02  1.0679900E+02  1.1300200E+02  1.2920599E+02  1.4919501E+02  1.8379500E+02  1.8219501E+02
  2.8769601E+02  3.4444199E+02  1.0688100E+02  1.1279700E+02  1.2963901E+02  1.4972701E+02  1.8428600E+02  1.8272701E+02
  2.8838400E+02  3.4492001E+02  1.0696000E+02  1.1260000E+02  1.3005600E+02  1.5024001E+02  1.8475999E+02  1.8324001E+02
  2.8886700E+02  3.4526001E+02  1.0701500E+02  1.1246200E+02  1.3034700E+02  1.5059900E+02  1.8509200E+02  1.8359900E+02
  2.8933401E+02  3.4559000E+02  1.0706900E+02  1.1232800E+02  1.3062900E+02  1.5094701E+02  1.8541299E+02  1.8394701E+02
  2.8993701E+02  3.4600400E+02  1.0713800E+02  1.1215500E+02  1.3099699E+02  1.5139799E+02  1.8582899E+02  1.8439799E+02
  2.9051199E+02  3.4639499E+02  1.0720400E+02  1.1198900E+02  1.3135001E+02  1.5182899E+02  1.8622600E+02  1.8482899E+02
  2.9105801E+02  3.4676199E+02  1.0726700E+02  1.1183100E+02  1.3168600E+02  1.5223801E+02  1.8660500E+02  1.8523801E+02
  2.9144299E+02  3.4702899E+02  1.0731200E+02  1.1172100E+02  1.3192000E+02  1.5252600E+02  1.8687000E+02  1.8552600E+02
  2.9181699E+02  3.4728799E+02  1.0735500E+02  1.1161300E+02  1.3214799E+02  1.5280499E+02  1.8712801E+02  1.8580499E+02
  2.9217999E+02  3.4753900E+02  1.0739600E+02  1.1150900E+02  1.3236800E+02  1.5307600E+02  1.8737801E+02  1.8607600E+02
  2.9253000E+02  3.4778201E+02  1.0743700E+02  1.1140900E+02  1.3258099E+02  1.5333701E+02  1.8761900E+02  1.8633701E+02
  2.9286801E+02  3.4801700E+02  1.0747500E+02  1.1131200E+02  1.3278600E+02  1.5359000E+02  1.8785201E+02  1.8659000E+02
  2.9319400E+02  3.4824399E+02  1.0751300E+02  1.1121800E+02  1.3298399E+02  1.5383299E+02  1.8807600E+02  1.8683299E+02
  2.9350800E+02  3.4846399E+02  1.0754900E+02  1.1112800E+02  1.3317300E+02  1.5406599E+02  1.8829201E+02  1.8706599E+02
  2.9391299E+02  3.4870001E+02  1.0759600E+02  1.1100900E+02  1.3343600E+02  1.5437601E+02  1.8857800E+02  1.8737601E+02
  2.9429800E+02  3.4890500E+02  1.0764200E+02  1.1089400E+02  1.3369400E+02  1.5467500E+02  1.8885400E+02  1.8767500E+02
  2.9457101E+02  3.4908499E+02  1.0767400E+02  1.1081500E+02  1.3386301E+02  1.5488000E+02  1.8904300E+02  1.8788000E+02
  2.9492401E+02  3.4923300E+02  1.0771700E+02  1.1070700E+02  1.3411400E+02  1.5516100E+02  1.8930200E+02  1.8816100E+02
  2.9526401E+02  3.4933499E+02  1.0776000E+02  1.1060100E+02  1.3437000E+02  1.5543700E+02  1.8955800E+02  1.8843700E+02
  2.9549701E+02  3.4945401E+02  1.0778700E+02  1.1053100E+02  1.3452699E+02  1.5561800E+02  1.8972501E+02  1.8861800E+02
  2.9582101E+02  3.4946100E+02  1.0783000E+02  1.1042400E+02  1.3480600E+02  1.5589799E+02  1.8998300E+02  1.8889799E+02
  2.9615900E+02  3.4939301E+02  1.0787700E+02  1.1030700E+02  1.3512500E+02  1.5620300E+02  1.9026401E+02  1.8920300E+02
  2.9634000E+02  3.4940302E+02  1.0790100E+02  1.1024700E+02  1.3527800E+02  1.5635899E+02  1.9040800E+02  1.8935899E+02
  2.9667700E+02  3.4921301E+02  1.0795100E+02  1.1012200E+02  1.3564101E+02  1.5668300E+02  1.9070700E+02  1.8968300E+02
  2.9658899E+02  3.4933301E+02  1.0793600E+02  1.1015900E+02  1.3551900E+02  1.5658600E+02  1.9061800E+02  1.8958600E+02
  2.9705301E+02  3.4993301E+02  1.0855500E+02  1.1094300E+02  1.3611301E+02  1.5733299E+02  1.9127699E+02  1.9022200E+02
  2.9707599E+02  3.5029700E+02  1.0876300E+02  1.1129700E+02  1.3615199E+02  1.5745799E+02  1.9138100E+02  1.9030499E+02
  2.9706500E+02  3.5053201E+02  1.0900700E+02  1.1171200E+02  1.3623700E+02  1.5760400E+02  1.9150301E+02  1.9040300E+02
  2.9707101E+02  3.5076001E+02  1.0917100E+02  1.1199100E+02  1.3628101E+02  1.5770300E+02  1.9158600E+02  1.9046899E+02
  2.9707199E+02  3.5094699E+02  1.0932500E+02  1.1225200E+02  1.3632600E+02  1.5779500E+02  1.9166200E+02  1.9053000E+02
  2.9702499E+02  3.5102600E+02  1.0958400E+02  1.1269300E+02  1.3645000E+02  1.5795000E+02  1.9179201E+02  1.9063400E+02
  2.9701001E+02  3.5113699E+02  1.0973700E+02  1.1295400E+02  1.3651100E+02  1.5804201E+02  1.9186900E+02  1.9069501E+02
  2.9694699E+02  3.5116699E+02  1.1002800E+02  1.1344800E+02  1.3666200E+02  1.5821700E+02  1.9201401E+02  1.9081100E+02
  2.9683099E+02  3.5115399E+02  1.1050100E+02  1.1425100E+02  1.3692000E+02  1.5850000E+02  1.9225000E+02  1.9100000E+02
  2.9675000E+02  3.5117200E+02  1.1085100E+02  1.1484700E+02  1.3710500E+02  1.5871100E+02  1.9242599E+02  1.9114101E+02
  2.9666199E+02  3.5118301E+02  1.1122600E+02  1.1548400E+02  1.3730600E+02  1.5893600E+02  1.9261301E+02  1.9128999E+02
  2.9656699E+02  3.5118701E+02  1.1162600E+02  1.1616400E+02  1.3752100E+02  1.5917599E+02  1.9281300E+02  1.9145100E+02
  2.9651801E+02  3.5120499E+02  1.1184700E+02  1.1654000E+02  1.3763600E+02  1.5930800E+02  1.9292400E+02  1.9153900E+02
  2.9646600E+02  3.5121899E+02  1.1207400E+02  1.1692500E+02  1.3775600E+02  1.5944400E+02  1.9303700E+02  1.9163000E+02
  2.9641299E+02  3.5122800E+02  1.1230400E+02  1.1731700E+02  1.3787801E+02  1.5958200E+02  1.9315199E+02  1.9172200E+02
  2.9661200E+02  3.5195200E+02  1.1407400E+02  1.2021800E+02  1.3890199E+02  1.6085899E+02  1.9447501E+02  1.9280000E+02
  2.9674701E+02  3.5255499E+02  1.1595200E+02  1.2330700E+02  1.4000101E+02  1.6219299E+02  1.9584000E+02  1.9391000E+02
  2.9670300E+02  3.5251001E+02  1.1610400E+02  1.2356500E+02  1.4009300E+02  1.6228500E+02  1.9591600E+02  1.9397200E+02
  2.9666299E+02  3.5247000E+02  1.1624700E+02  1.2380800E+02  1.4017999E+02  1.6237199E+02  1.9599100E+02  1.9403101E+02
  2.9663101E+02  3.5243701E+02  1.1638000E+02  1.2403300E+02  1.4026100E+02  1.6245500E+02  1.9606300E+02  1.9408900E+02
  2.9649301E+02  3.5230701E+02  1.1666800E+02  1.2453200E+02  1.4042300E+02  1.6260800E+02  1.9616800E+02  1.9417101E+02
  2.9647699E+02  3.5228900E+02  1.1677100E+02  1.2470400E+02  1.4048801E+02  1.6267599E+02  1.9623100E+02  1.9422200E+02
  2.9648001E+02  3.5228799E+02  1.1685800E+02  1.2484700E+02  1.4054601E+02  1.6273900E+02  1.9629700E+02  1.9427600E+02
  2.9650500E+02  3.5230399E+02  1.1693100E+02  1.2496300E+02  1.4060001E+02  1.6280000E+02  1.9636900E+02  1.9433501E+02
  2.9654999E+02  3.5233899E+02  1.1699300E+02  1.2505600E+02  1.4064999E+02  1.6286099E+02  1.9644901E+02  1.9440100E+02
  2.9661600E+02  3.5239099E+02  1.1704900E+02  1.2513400E+02  1.4070000E+02  1.6292500E+02  1.9653900E+02  1.9447701E+02
  2.9670001E+02  3.5245801E+02  1.1710200E+02  1.2520600E+02  1.4075200E+02  1.6299500E+02  1.9664200E+02  1.9456200E+02
  2.9679901E+02  3.5253699E+02  1.1715800E+02  1.2528000E+02  1.4080901E+02  1.6307100E+02  1.9675800E+02  1.9465900E+02
  2.9690900E+02  3.5262500E+02  1.1721900E+02  1.2536000E+02  1.4087199E+02  1.6315601E+02  1.9688699E+02  1.9476601E+02
  2.9696600E+02  3.5266400E+02  1.1737200E+02  1.2560100E+02  1.4098399E+02  1.6328600E+02  1.9704100E+02  1.9489301E+02
  2.9710599E+02  3.5277701E+02  1.1744800E+02  1.2570000E+02  1.4106400E+02  1.6339200E+02  1.9720399E+02  1.9502901E+02
  2.9725000E+02  3.5289200E+02  1.1753800E+02  1.2582100E+02  1.4115199E+02  1.6350999E+02  1.9737900E+02  1.9517500E+02
  2.9737701E+02  3.5298901E+02  1.1771300E+02  1.2608400E+02  1.4129401E+02  1.6368201E+02  1.9760400E+02  1.9536099E+02
  2.9753900E+02  3.5311700E+02  1.1783300E+02  1.2625100E+02  1.4140601E+02  1.6382800E+02  1.9781400E+02  1.9553600E+02
  2.9770099E+02  3.5324500E+02  1.1796700E+02  1.2644200E+02  1.4152800E+02  1.6398399E+02  1.9803600E+02  1.9572000E+02
  2.9786301E+02  3.5337201E+02  1.1811500E+02  1.2665500E+02  1.4165800E+02  1.6414900E+02  1.9826801E+02  1.9591200E+02
  2.9802499E+02  3.5349799E+02  1.1827400E+02  1.2688700E+02  1.4179700E+02  1.6432300E+02  1.9850700E+02  1.9611099E+02
  2.9818399E+02  3.5362201E+02  1.1844300E+02  1.2713500E+02  1.4194099E+02  1.6450301E+02  1.9875200E+02  1.9631400E+02
  2.9834100E+02  3.5374301E+02  1.1861900E+02  1.2739500E+02  1.4208800E+02  1.6468600E+02  1.9899899E+02  1.9651900E+02
  2.9849100E+02  3.5385901E+02  1.1879600E+02  1.2765800E+02  1.4223599E+02  1.6486800E+02  1.9924200E+02  1.9672000E+02
  2.9863199E+02  3.5396701E+02  1.1896800E+02  1.2791400E+02  1.4237801E+02  1.6504300E+02  1.9947501E+02  1.9691299E+02
  2.9875800E+02  3.5406400E+02  1.1912700E+02  1.2815199E+02  1.4250900E+02  1.6520300E+02  1.9968800E+02  1.9708900E+02
  2.9886401E+02  3.5414499E+02  1.1926100E+02  1.2835300E+02  1.4262000E+02  1.6533900E+02  1.9986600E+02  1.9723700E+02
  2.9894299E+02  3.5420499E+02  1.1936000E+02  1.2850000E+02  1.4270100E+02  1.6543800E+02  1.9999800E+02  1.9734599E+02
  2.9898999E+02  3.5424200E+02  1.1941300E+02  1.2857899E+02  1.4274600E+02  1.6549400E+02  2.0007300E+02  1.9740800E+02
  3.0160999E+02  3.5502899E+02  1.1846600E+02  1.2792200E+02  1.4380499E+02  1.6623900E+02  2.0087199E+02  1.9812801E+02
  3.0538300E+02  3.5620401E+02  1.1716300E+02  1.2703400E+02  1.4533400E+02  1.6734200E+02  2.0208200E+02  1.9921201E+02
  3.0606500E+02  3.5642401E+02  1.1683000E+02  1.2671000E+02  1.4554401E+02  1.6747200E+02  2.0223100E+02  1.9935100E+02
  3.0685901E+02  3.5667801E+02  1.1643800E+02  1.2632800E+02  1.4578700E+02  1.6761900E+02  2.0239999E+02  1.9950999E+02
  3.0823199E+02  3.5710599E+02  1.1573500E+02  1.2563900E+02  1.4620200E+02  1.6786099E+02  2.0267000E+02  1.9976601E+02
  3.0929401E+02  3.5745099E+02  1.1522400E+02  1.2514400E+02  1.4653101E+02  1.6806700E+02  2.0290800E+02  1.9998700E+02
  3.1047400E+02  3.5783600E+02  1.1466000E+02  1.2459900E+02  1.4689700E+02  1.6829700E+02  2.0317599E+02  2.0023599E+02
  3.1172000E+02  3.5824600E+02  1.1406800E+02  1.2402900E+02  1.4728600E+02  1.6854300E+02  2.0346300E+02  2.0050301E+02
  3.1267200E+02  3.5712601E+02  1.1362000E+02  1.2359600E+02  1.4758299E+02  1.6873199E+02  2.0368401E+02  2.0070799E+02
  3.1377301E+02  3.5729199E+02  1.1369900E+02  1.2376900E+02  1.4860699E+02  1.6962500E+02  2.0459000E+02  2.0159000E+02
  3.1352301E+02  3.5745700E+02  1.1447900E+02  1.2463000E+02  1.4928400E+02  1.7032401E+02  2.0524800E+02  2.0224800E+02
  3.1329501E+02  3.5762299E+02  1.1520800E+02  1.2543700E+02  1.4991800E+02  1.7097701E+02  2.0586200E+02  2.0286200E+02
  3.1308801E+02  3.5778900E+02  1.1588600E+02  1.2619000E+02  1.5050700E+02  1.7158299E+02  2.0643100E+02  2.0343100E+02
  3.1290201E+02  3.5795401E+02  1.1651500E+02  1.2689000E+02  1.5105299E+02  1.7214400E+02  2.0695599E+02  2.0395599E+02
  3.1273599E+02  3.5812000E+02  1.1709700E+02  1.2754200E+02  1.5155901E+02  1.7266400E+02  2.0744099E+02  2.0444099E+02
  3.1260699E+02  3.5828500E+02  1.1766700E+02  1.2819501E+02  1.5205499E+02  1.7317101E+02  2.0790700E+02  2.0490700E+02
  3.1248700E+02  3.5845099E+02  1.1815300E+02  1.2874800E+02  1.5247800E+02  1.7360400E+02  2.0830600E+02  2.0530600E+02
  3.1238501E+02  3.5861700E+02  1.1860200E+02  1.2926300E+02  1.5286800E+02  1.7400301E+02  2.0867300E+02  2.0567300E+02
  3.1229999E+02  3.5878299E+02  1.1901500E+02  1.2974001E+02  1.5322800E+02  1.7437000E+02  2.0900800E+02  2.0600800E+02
  3.1223099E+02  3.5894800E+02  1.1939300E+02  1.3018100E+02  1.5355701E+02  1.7470500E+02  2.0931100E+02  2.0631100E+02
  3.1211301E+02  3.5911401E+02  1.1974700E+02  1.3056900E+02  1.5386400E+02  1.7502100E+02  2.0961000E+02  2.0661000E+02
  3.1206500E+02  3.5928000E+02  1.2006400E+02  1.3094299E+02  1.5414101E+02  1.7530200E+02  2.0986301E+02  2.0686301E+02
